Neighbourhood Cleansed;Neighbourhood Group Cleansed;Property Type;Room Type;Accommodates;Bathrooms;Bedrooms;Beds;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Minimum Nights;Maximum Nights;Availability 30;Availability 60;Availability 90;Availability 365;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Reviews per Month;image_path
Trafalgar;Chamberí;Apartment;Entire home/apt;8;2.0;2.0;2.0;186.0;96.0;30.0;4;15;1;1125;7;28;54;329;3;73.0;8.0;10.0;10.0;10.0;9.0;7.0;flexible;3.0;model/images\image-17353948.jpg
Recoletos;Salamanca;Apartment;Entire home/apt;4;1.0;1.0;1.0;120.0;;;2;5;7;1125;29;59;89;364;1;20.0;4.0;2.0;2.0;2.0;8.0;2.0;strict;0.09;model/images\image-7943778.jpg
Recoletos;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;1.0;128.0;;;1;0;5;1125;29;59;89;180;0;;;;;;;;flexible;;model/images\image-17405576.jpg
Cortes;Centro;Apartment;Entire home/apt;6;2.0;3.0;6.0;148.0;200.0;120.0;1;0;1;1125;2;16;25;279;91;89.0;9.0;9.0;9.0;9.0;10.0;9.0;strict;3.34;model/images\image-789681.jpg
Goya;Salamanca;Apartment;Private room;1;1.0;1.0;1.0;30.0;;;1;0;1;1125;4;6;22;261;8;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.29;model/images\image-16866727.jpg
Nueva España;Chamartín;Apartment;Private room;1;1.0;1.0;1.0;70.0;;;1;0;1;1125;30;60;90;181;0;;;;;;;;flexible;;model/images\image-17210137.jpg
Palacio;Centro;Bed & Breakfast;Private room;2;1.0;1.0;2.0;40.0;;10.0;1;0;2;1125;2;4;7;47;112;97.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;10.21;model/images\image-12064892.jpg
Justicia;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;89.0;;25.0;3;0;2;1125;6;22;43;318;120;92.0;9.0;9.0;9.0;10.0;10.0;9.0;moderate;3.89;model/images\image-3478893.jpg
Embajadores;Centro;Loft;Entire home/apt;2;1.0;0.0;1.0;50.0;100.0;20.0;2;15;2;1125;13;24;42;66;30;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;5.11;model/images\image-15141125.jpg
Simancas;San Blas - Canillejas;Loft;Entire home/apt;4;1.0;1.0;1.0;50.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;;model/images\image-11687495.jpg
Vista Alegre;Carabanchel;Apartment;Private room;1;1.0;1.0;1.0;20.0;;;1;0;2;1125;29;59;89;364;7;91.0;9.0;9.0;9.0;9.0;8.0;9.0;strict;0.54;model/images\image-11673835.jpg
Universidad;Centro;Apartment;Private room;1;1.0;1.0;1.0;20.0;;;1;0;1;30;24;54;80;355;7;87.0;9.0;8.0;10.0;10.0;10.0;9.0;strict;1.15;model/images\image-15294172.jpg
Palacio;Centro;Condominium;Private room;2;1.0;1.0;1.0;23.0;;;1;15;7;1125;9;39;69;344;14;99.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.27;model/images\image-316711.jpg
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;2;1.0;0.0;1.0;60.0;100.0;30.0;1;0;2;7;0;0;0;3;18;99.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;3.44;model/images\image-15675499.jpg
San Diego;Puente de Vallecas;Apartment;Private room;1;1.0;1.0;1.0;14.0;90.0;;1;0;1;1125;17;47;77;77;1;100.0;10.0;10.0;10.0;10.0;8.0;8.0;flexible;1.0;model/images\image-13890161.jpg
Comillas;Carabanchel;Apartment;Entire home/apt;5;1.0;1.0;3.0;32.0;100.0;30.0;3;9;5;360;0;0;0;232;36;81.0;8.0;9.0;9.0;9.0;8.0;8.0;moderate;1.31;model/images\image-1308138.jpg
Universidad;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;39.0;150.0;60.0;2;5;1;1125;10;33;58;333;3;80.0;9.0;8.0;10.0;9.0;10.0;8.0;moderate;0.44;model/images\image-13719015.jpg
Arapiles;Chamberí;Apartment;Entire home/apt;4;1.0;2.0;3.0;95.0;200.0;50.0;2;11;4;365;5;5;24;299;1;80.0;10.0;8.0;10.0;10.0;10.0;10.0;flexible;0.12;model/images\image-12838356.jpg
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;5;1.0;2.0;3.0;61.0;120.0;33.0;2;18;3;1125;0;0;3;267;8;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.45;model/images\image-15544220.jpg
Berruguete;Tetuán;House;Entire home/apt;6;2.0;3.0;6.0;117.0;250.0;30.0;3;15;2;1125;6;19;35;303;18;96.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;2.07;model/images\image-13661995.jpg
Chopera;Arganzuela;House;Entire home/apt;4;1.0;1.0;2.0;50.0;100.0;30.0;4;15;2;30;5;12;27;278;78;92.0;10.0;10.0;10.0;10.0;9.0;9.0;strict;5.97;model/images\image-11670839.jpg
Vinateros;Moratalaz;Apartment;Private room;2;2.0;1.0;1.0;27.0;;;1;15;1;1125;30;60;90;365;9;89.0;9.0;9.0;9.0;9.0;8.0;9.0;flexible;0.33;model/images\image-4715153.jpg
Vallehermoso;Chamberí;Apartment;Private room;1;1.0;1.0;1.0;50.0;200.0;10.0;1;0;1;30;29;59;89;89;0;;;;;;;;flexible;;model/images\image-13812037.jpg
Ciudad Jardín;Chamartín;Apartment;Entire home/apt;4;1.0;1.0;2.0;65.0;150.0;27.0;2;15;3;31;12;42;72;72;0;;;;;;;;strict;;model/images\image-18070452.jpg
Acacias;Arganzuela;Apartment;Private room;2;1.0;1.0;2.0;50.0;;;1;0;2;1125;0;0;0;0;8;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;0.49;model/images\image-9474852.jpg
Trafalgar;Chamberí;Condominium;Private room;2;1.0;1.0;2.0;67.0;100.0;10.0;1;0;1;1125;15;45;75;165;3;73.0;7.0;10.0;10.0;10.0;7.0;7.0;moderate;1.61;model/images\image-17050183.jpg
Casco Histórico de Vallecas;Villa de Vallecas;Apartment;Entire home/apt;2;1.0;1.0;1.0;42.0;;10.0;1;0;1;1125;15;40;57;274;34;84.0;9.0;8.0;9.0;9.0;8.0;9.0;strict;3.01;model/images\image-12803367.jpg
Prosperidad;Chamartín;Apartment;Entire home/apt;2;1.0;1.0;1.0;75.0;200.0;40.0;1;0;2;1125;12;22;25;300;39;96.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.08;model/images\image-2310368.jpg
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;70.0;100.0;20.0;2;10;2;1125;5;10;21;85;72;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.25;model/images\image-6635348.jpg
Guindalera;Salamanca;Loft;Entire home/apt;2;1.0;0.0;2.0;55.0;;20.0;2;15;3;30;6;9;32;98;8;95.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;0.98;model/images\image-14072107.jpg
Quintana;Ciudad Lineal;Loft;Private room;2;1.0;1.0;1.0;35.0;;15.0;1;0;1;1125;6;6;12;287;9;91.0;9.0;10.0;10.0;10.0;9.0;9.0;strict;0.69;model/images\image-9916216.jpg
Sol;Centro;Apartment;Entire home/apt;4;1.0;0.0;2.0;69.0;;15.0;2;15;1;30;0;0;3;187;266;95.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;7.6;model/images\image-3058631.jpg
Alameda de Osuna;Barajas;Bed & Breakfast;Private room;2;2.0;1.0;2.0;32.0;;;1;20;1;1125;13;32;57;328;298;96.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;12.52;model/images\image-6041881.jpg
Justicia;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;72.0;198.0;65.0;2;0;7;300;1;11;41;41;8;97.0;9.0;8.0;10.0;10.0;10.0;9.0;strict;0.2;model/images\image-1958786.jpg
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;4;1.0;1.0;4.0;135.0;;;2;20;1;1125;0;0;2;277;1;80.0;8.0;10.0;8.0;8.0;10.0;6.0;moderate;0.08;model/images\image-10275785.jpg
Sol;Centro;Apartment;Private room;1;1.0;1.0;1.0;33.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;;model/images\image-10334693.jpg
Guindalera;Salamanca;Apartment;Private room;1;1.0;1.0;1.0;19.0;;;1;0;2;365;0;0;0;215;56;85.0;8.0;8.0;9.0;9.0;9.0;9.0;strict;1.12;model/images\image-887816.jpg
Almendrales;Usera;Apartment;Private room;2;1.0;1.0;2.0;20.0;;;1;0;3;1125;5;5;16;16;1;20.0;2.0;2.0;6.0;2.0;6.0;2.0;strict;0.59;model/images\image-16720622.jpg
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;57.0;;25.0;2;25;2;60;6;9;12;263;147;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;3.0;model/images\image-958020.jpg
Cármenes;Latina;Condominium;Entire home/apt;4;2.0;2.0;4.0;35.0;150.0;15.0;2;15;4;60;9;24;51;51;13;92.0;9.0;9.0;9.0;10.0;9.0;10.0;moderate;0.67;model/images\image-7865370.jpg
Universidad;Centro;Apartment;Private room;5;2.0;1.0;2.0;40.0;;;1;15;1;1125;0;0;8;82;4;100.0;10.0;10.0;9.0;10.0;10.0;10.0;strict;0.4;model/images\image-11257292.jpg
Almendrales;Usera;Apartment;Private room;2;2.0;1.0;1.0;23.0;;6.0;1;5;2;300;0;0;0;250;9;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.25;model/images\image-16004047.jpg
Almendrales;Usera;Apartment;Entire home/apt;2;1.0;1.0;2.0;40.0;;5.0;1;0;1;1125;0;0;0;0;3;93.0;10.0;10.0;10.0;10.0;9.0;9.0;flexible;0.14;model/images\image-6848997.jpg
Sol;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;75.0;200.0;33.0;2;0;4;1125;12;23;48;309;14;91.0;9.0;10.0;9.0;9.0;10.0;9.0;moderate;0.44;model/images\image-469231.jpg
Argüelles;Moncloa - Aravaca;Apartment;Private room;2;1.0;1.0;1.0;35.0;;;1;0;4;5;0;0;0;0;0;;;;;;;;strict;;model/images\image-17639765.jpg
Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;55.0;;;1;0;1;1;0;0;0;0;0;;;;;;;;flexible;;model/images\image-13756256.jpg
Universidad;Centro;Bed & Breakfast;Shared room;4;1.0;1.0;4.0;80.0;;;1;0;3;10;12;42;72;73;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.19;model/images\image-6688832.jpg
Guindalera;Salamanca;Apartment;Entire home/apt;2;1.0;1.0;1.0;90.0;;20.0;1;0;1;1125;0;0;0;0;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;0.06;model/images\image-8728121.jpg
Imperial;Arganzuela;Other;Private room;1;1.0;1.0;1.0;20.0;90.0;;1;0;1;31;0;0;0;0;0;;;;;;;;flexible;;model/images\image-13553712.jpg
Palacio;Centro;Apartment;Private room;2;1.5;1.0;1.0;52.0;150.0;8.0;1;0;2;1125;2;9;22;297;4;90.0;10.0;10.0;10.0;10.0;10.0;9.0;flexible;0.36;model/images\image-12809312.jpg
Gaztambide;Chamberí;Apartment;Entire home/apt;4;1.0;1.0;2.0;45.0;100.0;20.0;2;15;2;90;15;38;64;339;94;83.0;8.0;9.0;9.0;9.0;9.0;8.0;moderate;1.53;model/images\image-293189.jpg
Palomeras Bajas;Puente de Vallecas;Apartment;Private room;6;1.5;1.0;4.0;25.0;200.0;;2;12;1;1125;17;47;73;195;9;89.0;9.0;9.0;10.0;9.0;9.0;8.0;strict;0.94;model/images\image-13560059.jpg
Justicia;Centro;Condominium;Private room;2;4.5;1.0;1.0;25.0;;10.0;1;0;1;1125;5;5;5;43;0;;;;;;;;flexible;;model/images\image-13818780.jpg
Palacio;Centro;Apartment;Entire home/apt;2;1.0;0.0;2.0;64.0;;20.0;1;0;3;1125;6;11;16;101;36;98.0;10.0;9.0;10.0;10.0;10.0;10.0;moderate;5.02;model/images\image-13694719.jpg
Goya;Salamanca;Apartment;Private room;2;1.0;1.0;1.0;45.0;;;1;0;2;1125;7;20;49;286;6;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.69;model/images\image-16116279.jpg
Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;44.0;300.0;7.0;1;9;2;7;7;16;37;127;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.54;model/images\image-16954683.jpg
Sol;Centro;Apartment;Entire home/apt;6;1.0;2.0;3.0;85.0;;20.0;2;15;2;180;0;3;8;205;174;95.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;8.17;model/images\image-7214366.jpg
Palacio;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;65.0;;35.0;3;10;3;1125;8;28;55;330;14;99.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;1.47;model/images\image-13464977.jpg
Trafalgar;Chamberí;Apartment;Entire home/apt;5;2.0;2.0;4.0;130.0;300.0;20.0;1;0;2;1125;12;27;49;139;2;100.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;2.0;model/images\image-17293878.jpg
Justicia;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;69.0;88.0;29.0;2;15;1;1125;2;6;21;285;151;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;6.66;model/images\image-6542642.jpg
Puerta del Angel;Latina;Apartment;Entire home/apt;5;1.0;2.0;3.0;48.0;150.0;90.0;4;5;3;1125;0;0;0;251;0;;;;;;;;moderate;;model/images\image-10795300.jpg
Jerónimos;Retiro;Condominium;Private room;2;1.0;1.0;1.0;17.0;;;1;7;1;1125;4;12;29;287;112;88.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;10.0;model/images\image-12787414.jpg
Universidad;Centro;Apartment;Entire home/apt;4;1.0;2.0;3.0;77.0;100.0;15.0;2;0;2;1125;3;10;19;72;56;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;6.59;model/images\image-13946968.jpg
Universidad;Centro;Apartment;Entire home/apt;5;1.0;1.0;1.0;75.0;150.0;;1;0;2;1125;8;25;53;230;5;90.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;0.11;model/images\image-1061216.jpg
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;55.0;150.0;20.0;1;0;3;45;13;35;61;334;67;91.0;9.0;9.0;10.0;10.0;9.0;9.0;moderate;2.73;model/images\image-5429605.jpg
Justicia;Centro;Apartment;Private room;2;1.0;1.0;1.0;30.0;;;1;10;1;1125;23;53;68;326;70;93.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;3.5;model/images\image-7813405.jpg
Cortes;Centro;Apartment;Entire home/apt;4;1.0;2.0;2.0;140.0;100.0;50.0;2;10;3;180;7;16;20;126;189;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.66;model/images\image-861590.jpg
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;55.0;250.0;30.0;1;10;2;5;0;0;12;268;19;91.0;10.0;9.0;10.0;10.0;9.0;9.0;strict;0.73;model/images\image-5393553.jpg
Canillas;Hortaleza;Apartment;Private room;2;2.0;1.0;2.0;27.0;;;1;27;1;1125;24;32;62;337;24;95.0;9.0;9.0;10.0;10.0;9.0;10.0;flexible;2.11;model/images\image-12770315.jpg
Jerónimos;Retiro;Apartment;Entire home/apt;5;1.0;2.0;4.0;75.0;200.0;36.0;4;15;2;1125;11;28;52;143;8;80.0;9.0;9.0;10.0;10.0;9.0;8.0;flexible;3.87;model/images\image-16865831.jpg
Argüelles;Moncloa - Aravaca;Bed & Breakfast;Private room;1;4.0;1.0;1.0;20.0;500.0;50.0;1;0;10;160;0;0;1;220;11;98.0;9.0;10.0;10.0;10.0;10.0;8.0;flexible;0.21;model/images\image-785834.jpg
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;59.0;;25.0;2;18;2;1125;4;10;24;284;228;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.23;model/images\image-761159.jpg
Goya;Salamanca;Bed & Breakfast;Private room;2;3.0;1.0;2.0;35.0;100.0;;1;0;2;1125;7;22;32;171;39;94.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;7.75;model/images\image-15585365.jpg
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;71.0;350.0;20.0;1;0;14;1125;1;1;1;174;8;90.0;10.0;10.0;10.0;10.0;10.0;9.0;flexible;0.72;model/images\image-12660354.jpg
Justicia;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;83.0;250.0;15.0;2;5;3;999;5;16;22;258;49;96.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.68;model/images\image-11469945.jpg
Berruguete;Tetuán;Apartment;Entire home/apt;6;1.0;3.0;4.0;68.0;200.0;30.0;4;15;3;90;2;8;8;273;5;100.0;10.0;10.0;10.0;10.0;9.0;10.0;strict;5.0;model/images\image-17604612.jpg
Guindalera;Salamanca;Apartment;Private room;2;1.0;1.0;2.0;23.0;;;1;0;1;1125;7;37;67;157;1;;;;;;;;flexible;0.48;model/images\image-16737075.jpg
Ciudad Jardín;Chamartín;House;Private room;1;1.0;1.0;1.0;25.0;;5.0;1;20;3;1125;1;2;32;307;0;;;;;;;;flexible;;model/images\image-17567666.jpg
San Andrés;Villaverde;Apartment;Private room;2;1.0;1.0;1.0;16.0;;10.0;1;10;2;28;24;54;84;359;17;93.0;9.0;10.0;10.0;9.0;8.0;9.0;flexible;1.13;model/images\image-9821779.jpg
Embajadores;Centro;Apartment;Private room;2;1.5;1.0;1.0;18.0;;;1;18;1;3;0;0;0;0;1;;;;;;;;flexible;0.06;model/images\image-9539049.jpg
Arapiles;Chamberí;Apartment;Entire home/apt;5;1.0;2.0;3.0;90.0;200.0;50.0;1;10;2;1125;15;16;22;255;0;;;;;;;;strict;;model/images\image-4153573.jpg
Cuatro Caminos;Tetuán;Apartment;Entire home/apt;2;1.0;1.0;2.0;80.0;150.0;70.0;2;0;5;1125;6;36;66;341;13;91.0;10.0;10.0;9.0;9.0;9.0;9.0;strict;0.46;model/images\image-4693155.jpg
Cortes;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;47.0;;15.0;1;0;2;1125;5;22;42;317;37;96.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;4.81;model/images\image-13662304.jpg
Cortes;Centro;Apartment;Entire home/apt;2;1.0;0.0;1.0;55.0;;15.0;1;0;2;1125;1;9;25;297;118;92.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;3.27;model/images\image-2684726.jpg
Casa de Campo;Moncloa - Aravaca;Bed & Breakfast;Private room;1;1.0;1.0;1.0;15.0;;;1;0;1;1125;0;0;0;0;27;99.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.4;model/images\image-12852239.jpg
Colina;Ciudad Lineal;Condominium;Private room;1;1.0;1.0;1.0;18.0;;;1;0;1;1125;0;0;0;0;0;;;;;;;;flexible;;model/images\image-12338467.jpg
Universidad;Centro;Apartment;Private room;1;1.0;1.0;1.0;22.0;;;1;0;1;1125;17;41;44;44;0;;;;;;;;moderate;;model/images\image-17933443.jpg
Universidad;Centro;Apartment;Private room;2;1.0;1.0;1.0;30.0;;20.0;1;12;1;4;22;52;82;357;191;91.0;9.0;9.0;10.0;9.0;10.0;9.0;strict;2.67;model/images\image-120762.jpg
Universidad;Centro;Apartment;Entire home/apt;4;2.0;2.0;2.0;110.0;300.0;55.0;1;0;3;1125;6;16;26;270;17;98.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;2.48;model/images\image-14569945.jpg
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;6;2.0;2.0;4.0;70.0;410.0;80.0;3;5;6;1125;6;31;55;113;36;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.19;model/images\image-1757983.jpg
Embajadores;Centro;House;Private room;1;1.0;1.0;1.0;25.0;;12.0;1;0;1;5;15;41;58;320;7;93.0;10.0;9.0;10.0;10.0;10.0;10.0;moderate;4.38;model/images\image-16981645.jpg
Palacio;Centro;Apartment;Entire home/apt;5;1.0;2.0;4.0;119.0;200.0;40.0;4;15;3;1125;11;36;55;326;22;96.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.77;model/images\image-11630593.jpg
Los Angeles;Villaverde;Apartment;Private room;1;1.0;1.0;1.0;22.0;100.0;11.0;1;0;1;365;0;0;5;280;42;99.0;10.0;10.0;10.0;10.0;9.0;10.0;flexible;0.6;model/images\image-136058.jpg
Embajadores;Centro;Apartment;Entire home/apt;5;1.0;2.0;3.0;95.0;;25.0;5;25;2;1125;3;15;34;252;39;91.0;10.0;9.0;10.0;10.0;9.0;9.0;moderate;2.17;model/images\image-8768116.jpg
Goya;Salamanca;Apartment;Private room;2;1.0;1.0;1.0;30.0;100.0;10.0;1;10;3;7;0;8;25;56;13;92.0;10.0;10.0;9.0;9.0;10.0;9.0;moderate;4.02;model/images\image-16463906.jpg
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;50.0;150.0;30.0;2;20;2;90;5;24;53;53;15;91.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;2.41;model/images\image-15210056.jpg
Universidad;Centro;Condominium;Entire home/apt;5;1.0;3.0;3.0;148.0;;40.0;1;0;2;1125;0;0;11;101;0;;;;;;;;strict;;model/images\image-16905840.jpg
Universidad;Centro;Apartment;Entire home/apt;9;1.5;3.0;6.0;127.0;;45.0;6;0;1;1125;4;15;25;292;99;80.0;8.0;8.0;9.0;9.0;9.0;8.0;strict;2.37;model/images\image-1830224.jpg
Cuatro Caminos;Tetuán;Apartment;Entire home/apt;4;1.0;1.0;2.0;55.0;100.0;;2;5;1;1125;7;24;43;315;43;93.0;10.0;10.0;10.0;10.0;9.0;9.0;moderate;6.62;model/images\image-15096653.jpg
Universidad;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;74.0;225.0;20.0;2;5;1;1125;0;2;8;67;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;model/images\image-17398411.jpg
Cortes;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;86.0;200.0;45.0;2;18;2;1125;12;42;72;162;26;96.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;0.76;model/images\image-1391321.jpg
Ciudad Universitaria;Moncloa - Aravaca;Apartment;Private room;2;1.0;1.0;1.0;23.0;100.0;20.0;1;10;1;1125;0;0;0;107;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;model/images\image-17691864.jpg
Prosperidad;Chamartín;Apartment;Private room;4;2.0;2.0;3.0;35.0;100.0;10.0;2;10;2;15;13;13;26;27;0;;;;;;;;strict;;model/images\image-15207662.jpg
Embajadores;Centro;House;Entire home/apt;4;1.0;1.0;2.0;99.0;100.0;30.0;4;0;1;365;13;41;66;341;184;93.0;9.0;10.0;9.0;9.0;10.0;9.0;strict;5.84;model/images\image-3737504.jpg
Adelfas;Retiro;House;Private room;3;1.0;1.0;2.0;35.0;;;2;10;2;7;0;0;0;219;115;99.0;10.0;10.0;10.0;10.0;10.0;10.0;flexible;4.3;model/images\image-4667236.jpg
Embajadores;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;59.0;;;2;5;1;1125;1;7;12;12;6;80.0;9.0;8.0;10.0;10.0;10.0;9.0;moderate;2.54;model/images\image-16668833.jpg
Justicia;Centro;Apartment;Entire home/apt;6;2.0;2.0;3.0;99.0;100.0;55.0;2;15;4;500;3;10;16;250;100;95.0;9.0;10.0;10.0;10.0;10.0;9.0;strict;1.51;model/images\image-214000.jpg
Bellas Vistas;Tetuán;Apartment;Private room;1;1.0;1.0;1.0;22.0;;;1;0;2;1125;6;6;20;28;8;93.0;9.0;10.0;10.0;10.0;9.0;9.0;moderate;2.42;model/images\image-15306325.jpg
Lucero;Latina;Apartment;Private room;1;2.0;1.0;1.0;25.0;335.0;;1;0;2;360;2;2;8;9;10;90.0;9.0;9.0;9.0;8.0;10.0;9.0;strict;0.7;model/images\image-10651585.jpg
Hispanoamérica;Chamartín;Apartment;Entire home/apt;4;2.0;2.0;2.0;98.0;200.0;40.0;1;0;3;1125;5;5;5;5;0;;;;;;;;moderate;;model/images\image-17427972.jpg
Embajadores;Centro;Apartment;Private room;1;1.0;1.0;1.0;22.0;;;1;0;1;1125;1;1;7;282;0;;;;;;;;flexible;;model/images\image-16475037.jpg
Vallehermoso;Chamberí;Condominium;Private room;2;1.0;1.0;2.0;50.0;;;1;0;1;1125;30;60;90;365;0;;;;;;;;flexible;;model/images\image-16308537.jpg
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;4;1.0;1.0;2.0;105.0;;30.0;1;0;1;1125;1;31;61;240;0;;;;;;;;strict;;model/images\image-13074382.jpg
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;0.0;2.0;50.0;100.0;20.0;2;5;2;7;0;7;22;297;55;92.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;5.63;model/images\image-13138837.jpg
Sol;Centro;Apartment;Entire home/apt;4;1.0;1.0;2.0;99.0;;;2;0;5;330;0;24;51;319;62;94.0;10.0;10.0;9.0;10.0;10.0;9.0;strict;1.22;model/images\image-760104.jpg
Palos de Moguer;Arganzuela;Apartment;Entire home/apt;4;1.0;1.0;2.0;65.0;150.0;20.0;2;10;2;1125;5;21;51;326;2;100.0;10.0;10.0;10.0;10.0;9.0;9.0;flexible;1.09;model/images\image-16825258.jpg
Argüelles;Moncloa - Aravaca;Apartment;Entire home/apt;4;2.0;2.0;2.0;89.0;;20.0;1;0;1;10;10;26;52;325;65;87.0;9.0;9.0;9.0;9.0;9.0;9.0;flexible;3.28;model/images\image-7745079.jpg
Arapiles;Chamberí;Apartment;Entire home/apt;2;1.0;1.0;1.0;39.0;600.0;70.0;1;0;3;1125;2;7;21;296;41;96.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.23;model/images\image-7113783.jpg
Vista Alegre;Carabanchel;Apartment;Private room;2;1.0;1.0;1.0;49.0;;10.0;1;15;3;1125;13;43;68;68;0;;;;;;;;moderate;;model/images\image-14521875.jpg
Universidad;Centro;Apartment;Entire home/apt;2;1.0;0.0;2.0;35.0;;25.0;1;10;1;30;4;18;40;295;45;92.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;4.29;model/images\image-12883625.jpg
Universidad;Centro;Apartment;Entire home/apt;5;1.0;2.0;3.0;75.0;;25.0;1;0;1;1125;9;31;53;328;2;100.0;10.0;9.0;10.0;10.0;10.0;10.0;strict;2.0;model/images\image-17294991.jpg
Embajadores;Centro;Apartment;Entire home/apt;3;1.0;1.0;2.0;75.0;;30.0;3;20;2;365;7;37;63;338;32;94.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.13;model/images\image-4383973.jpg
Embajadores;Centro;Apartment;Entire home/apt;2;1.0;1.0;1.0;45.0;150.0;15.0;1;8;3;1125;3;19;38;128;25;92.0;10.0;9.0;10.0;10.0;9.0;9.0;strict;2.78;model/images\image-13707810.jpg
San Pascual;Ciudad Lineal;Apartment;Private room;1;1.0;1.0;1.0;20.0;;;1;0;1;10;8;16;20;238;27;94.0;10.0;9.0;9.0;9.0;8.0;10.0;flexible;4.35;model/images\image-15253701.jpg
Embajadores;Centro;Guesthouse;Private room;2;1.0;1.0;2.0;43.0;;;1;0;1;1125;24;54;80;342;2;80.0;8.0;8.0;8.0;8.0;9.0;7.0;flexible;0.28;model/images\image-14647341.jpg
